,text,likes,Date,Time,confidence,language,script
182,"dhruv, i have watched a pakistani video in response to your last video on operation sindoor
he has talked about several issues but i will put 3 main points out of that here. 1. there were several children died in pakistan as well due to attacks while you were only accusing pak army for cruelty. 2. he said in india we used to call ltte as freedom fighters until indian government once signed a deal with srilanka and declared our home grown freedom fighters and tagged them (ltte) a terrorists organization
3 while lashkars arm claimed for pahalgham attack in that similar video you didn’t mention they had later back tracked which you did in this video
i think you have posted today’s video little earlier but the fact that pakistan has downed 5 indian planes in the beginning of the operation has been almost confirmed today after this video
there is no doubt that you are very talented and honest youtuber just take extra time for consistency of the content
do not rush bro
all the best",57,2025-05-31,17:23:43,[0.9834368],English,Roman
183,i am from pakistan shame on pakistan,57,2025-05-31,08:10:44,[0.8355993],English,Roman
184,this is called real educated who share their gain knowledge to word salute,56,2025-05-31,15:59:28,[0.9925906],English,Roman
185,"dhruv
proud of you we need young people like u to bring truth to public domain
love from sydney",56,2025-05-31,11:11:15,[0.9088524],English,Roman
186,"dhruv is on a mission to change today's generation
salute to him",56,2025-05-31,09:52:23,[0.97135824],English,Roman
187,"from pakistan,
i also commented in your previous video and also cleard some things in that comment as well
anyway love your dedication and you are absolutely right
keep up the good and honest work
the errors are corrected by syed muzamil video",56,2025-05-31,10:32:41,[0.9817525],English,Roman
188,"dhruv you have lost you cerdibilty
indirectly you are also a godi media person
you are not talking about the normal civilians who were killed during the operation sindoor
many drone attacks by indian army hit punjab of pakistan and there also many civilians were killed
we got local holidays from school and colleges
i didn't expect this behaviour from an intelligent person like you
please don't say that in the comment section of this video that "" pakistaniyon ko gussa a raha ha""
they all are talking about reality
our school used to show us your videos on projector, because at that time you were sensible and used to show intelligence, but now you are in favour of someone, you are not speaking the reality
please, my intention was not to hurt you
i am speaking reality
please don't take it on heart",55,2025-06-01,16:15:14,[0.9865034],English,Roman
189,as a sikh living in jammu and kashmir.. i love india..,55,2025-06-01,20:03:55,[0.73938626],English,Roman
190,"never ask
- a women about her age
- a men about his income
- and indian about rafale",55,2025-06-02,09:18:53,[0.9888711],English,Roman
191,hello everyone from pakistan,54,2025-05-31,07:35:22,[0.917502],English,Roman
192,"one of the most
genuine person in india",54,2025-05-31,08:05:06,[0.92369884],English,Roman
193,who is responsible baluchistan attack,54,2025-05-31,13:22:58,[0.9651285],English,Roman
194,"mr
dhruv, you mentioned the loss of civilian lives in india again, but just like in the previous video, you deliberately skipped mentioning the civilians killed in pakistan
wow",53,2025-06-01,02:42:05,[0.95455134],English,Roman
195,"mai vi pahle communal minded tha, muslims ko india ka dusman manta tha..., but after watching your videos from 2 years my eyes were opened and i develop courage to face truth...and now i believe “secularism is the key to make our nation heaven, because it is the nation of both hindu and muslim brothers""thank you dhruv",53,2025-05-31,09:19:07,[0.902728],English,Roman
196,what a fiery introduction dhruv bhai,52,2025-05-31,08:15:13,[0.6077279],English,Roman
197,great explanation,52,2025-05-31,07:51:17,[0.7116179],English,Roman
198,"love respect from kashmir, dhruv bhai carry on u r great
proud to be an indian",52,2025-05-31,12:42:16,[0.75210696],English,Roman
199,"please raise voice for baloch genocide by punjabi army(so called pakistan army)
please dhurve rathe
you are voice of downtrodden people
our leader mahrang baloch is in prison since march due to protest against enforced disappearance by punjabi army of baloch students, elders, women's
and punjabi army spokesperson dg ispr calling mahrang baloch proxy's of india
remember mahrang baloch is nominated for nobel peace price 2025
and nominated for time magazine powerful women
and other leaders of byc are also in prison on 3mpo law which is martial law",51,2025-05-31,12:45:24,[0.9565243],English,Roman
200,dhruv be like nation first,51,2025-05-31,07:59:40,[0.7694948],English,Roman
201,"does not want to lose pakistani viewers
instead of giving details of operation sindoor, it is just telling that muslims are being persecuted in the country",50,2025-06-03,16:21:56,[0.965271],English,Roman
202,"love from islamabad pakistan
great and honest explanation",50,2025-05-31,07:57:01,[0.78546345],English,Roman
203,"our gdp has grown a lot, but when it comes to civic sense and fear of breaking the law, we are still far behind",48,2025-05-31,08:07:49,[0.9741473],English,Roman
204,full support to you sir from kashmir india,48,2025-05-31,08:02:50,[0.9642029],English,Roman
205,enemies from all sides waited for the opportunity to break the pakistani nation but no one could break through this strong nation for decades and never will,48,2025-05-31,10:45:07,[0.9225879],English,Roman
206,love you sir i am indian,48,2025-05-31,07:56:00,[0.5984155],English,Roman
207,"my father is in the indian army, now in border.. please pray for him",48,2025-05-31,07:37:21,[0.98219174],English,Roman
208,"you speak incompletely and one-sidedly, which is why you are being criticized in pakistan -",47,2025-06-02,18:06:52,[0.9968518],English,Roman
209,poori 30 min ki video mai 2 min ka bhi response nahi diya,47,2025-06-01,07:28:39,[0.13366859],English,Roman
210,"i'm from sindh pakistan
thank you for understanding the common people on the basis of humanity and exposing the pakistan government",46,2025-05-31,12:08:23,[0.87548],English,Roman
211,"give an answer to the pakistani children who were killed in the operation sindoor
don't show one side of the picture
which terrorists did india kill?
it is supporting afghanistan itself",46,2025-05-31,17:40:01,[0.98865724],English,Roman
212,"love from poonch, i believe in you, will made efforts to establish peace in this region",46,2025-05-31,08:04:07,[0.9743164],English,Roman
213,mother father respect-triple tap,46,2025-05-31,13:10:19,[0.79210573],English,Roman
214,"there is no pak air force's air base in rahim yar khan
fact check",45,2025-06-03,00:16:29,[0.8490889],English,Roman
215,i am from pk and he is right about our army,45,2025-05-31,11:40:25,[0.9791919],English,Roman
216,"some people didn’t criticize you because of the pakistan army — they criticized you because you only present information from one-sided sources like the times of india, indian express, etc
it seems like you took that criticism personally and are now trying to act like a hero
that’s the conclusion i’ve drawn after watching this video",45,2025-06-01,15:14:27,[0.97563386],English,Roman
217,"i was born into a muslim family
but i left the religion when i found that how much hatred and division is created by all religions",44,2025-05-31,12:55:12,[0.9944766],English,Roman
218,"great video…
salute to our soldiers",44,2025-06-01,15:05:41,[0.71861017],English,Roman
219,i'm from pakistan and i can never doubt on your information because i know you can never spread false information,44,2025-05-31,09:10:32,[0.87031263],English,Roman
220,"i am from pakistan
dhruv sir is a great youtuber
very cristal clarification
thanks",44,2025-05-31,11:48:21,[0.92280626],English,Roman
221,dhruve i am pakistani but you always right,44,2025-05-31,08:16:14,[0.8286485],English,Roman
222,dhruv rathee,44,2025-06-01,01:52:55,[0.3040126],English,Roman
223,i am from pakistan and i love you bro,43,2025-05-31,16:29:48,[0.8398975],English,Roman
224,"sir, with due respect, our disagreement is that in your video you only mentioned indian newspapers as references
you didn’t include any neutral international media sources
there was no mention of india’s 6 jets going down, nor of india suspending the indus waters treaty
it feels one-sided
a good journalist presents the complete picture",43,2025-05-31,09:57:39,[0.9613588],English,Roman
225,"dear dhruv, take criticism constructively
we only highlighted the flaws and lack of research in that video
you acted the same as the indian government, no logical statement, no foolproof evidence, just a circus for views, which is unlikely for you
when you accuse someone, come with logic and proof, and don't consider all citizens of pakistan to be stupid and uneducated",42,2025-06-03,08:51:08,[0.9526963],English,Roman
226,love from tripura,42,2025-05-31,07:35:20,[0.72248906],English,Roman
227,"difference was clear!
!
when there were terror attacks in balochistan, indians celebrated it as some sort of victory, meanwhile after pehlgam incident, everyone in pakistan was condemning it and no one make fun of it
there's a huge difference of thoughts here",41,2025-06-01,02:35:58,[0.98532397],English,Roman
228,"you are always right, dhruv
every pakistani knows that our army leaders act like dictators
lots of love from pakistan!
keep up the great work - you're a brilliant storyteller
together, we should work to make this world a better place for everyone",41,2025-05-31,11:41:55,[0.94031936],English,Roman
